,text_data,source,best_key_word,category,label
0,every person in every country in every continent will be impacted in some shape or form by climate change,https://www.un.org/sustainabledevelopment/climate-change,climate change,Goal 13: Climate Action,13
1, there is a climate cataclysm looming and we are underprepared for what this could mean,https://www.un.org/sustainabledevelopment/climate-change,climate cataclysm,Goal 13: Climate Action,13
2,climate change is caused by human activities and threatens life on earth as we know it,https://www.un.org/sustainabledevelopment/climate-change,climate change,Goal 13: Climate Action,13
3, with rising greenhouse gas emissions climate change is occurring at rates much faster than anticipated,https://www.un.org/sustainabledevelopment/climate-change,climate change,Goal 13: Climate Action,13
4, its impacts can be devastating and include extreme and changing weather patterns and rising sea levels,https://www.un.org/sustainabledevelopment/climate-change,impacts devastating,Goal 13: Climate Action,13
5,if left unchecked climate change will undo a lot of the development progress made over the past years,https://www.un.org/sustainabledevelopment/climate-change,unchecked climate,Goal 13: Climate Action,13
6, it will also provoke mass migrations that will lead to instability and wars,https://www.un.org/sustainabledevelopment/climate-change,mass migrations,Goal 13: Climate Action,13
7, c above pre industrial levels emissions must already be decreasing and need to be cut by almost half by just seven years away,https://www.un.org/sustainabledevelopment/climate-change,emissions decreasing,Goal 13: Climate Action,13
8, but we are drastically off track from this target,https://www.un.org/sustainabledevelopment/climate-change,track target,Goal 13: Climate Action,13
9,urgent and transformative going beyond mere plans and promises are crucial,https://www.un.org/sustainabledevelopment/climate-change,plans promises,Goal 13: Climate Action,13
10, it requires raising ambition covering entire economies and moving towards climate resilient development while outlining a clear path to achieve net zero emissions,https://www.un.org/sustainabledevelopment/climate-change,zero emissions,Goal 13: Climate Action,13
11, immediate measures are necessary to avoid catastrophic consequences and secure a sustainable future for generations to come,https://www.un.org/sustainabledevelopment/climate-change,future generations,Goal 13: Climate Action,13
12,the climate crisis continues unabated as the global community shies away from the full commitment required for its reversal,https://www.un.org/sustainabledevelopment/climate-change,climate crisis,Goal 13: Climate Action,13
13, was the warmest decade ever recorded bringing with it massive wildfires hurricanes droughts floods and other climate disasters across continents,https://www.un.org/sustainabledevelopment/climate-change,warmest decade,Goal 13: Climate Action,13
14,climate change is disrupting national economies and affecting lives and livelihoods especially for the most vulnerable,https://www.un.org/sustainabledevelopment/climate-change,climate change,Goal 13: Climate Action,13
15,between and highly vulnerable regions home to approximately ,https://www.un.org/sustainabledevelopment/climate-change,vulnerable regions,Goal 13: Climate Action,13
16, billion people experienced x higher human mortality rates from floods droughts and storms compared to regions with very low vulnerability,https://www.un.org/sustainabledevelopment/climate-change,rates floods,Goal 13: Climate Action,13
17,what happens if you don t take action ,https://www.un.org/sustainabledevelopment/climate-change,don action,Goal 13: Climate Action,13
18,if left unchecked climate change will cause average global temperatures to increase beyond c and will adversely affect every ecosystem,https://www.un.org/sustainabledevelopment/climate-change,unchecked climate,Goal 13: Climate Action,13
19, already we are seeing how climate change can exacerbate storms and disasters and threats such as food and water scarcity which can lead to conflict,https://www.un.org/sustainabledevelopment/climate-change,climate change,Goal 13: Climate Action,13
20, doing nothing will end up costing us a lot more than if we take action now,https://www.un.org/sustainabledevelopment/climate-change,costing lot,Goal 13: Climate Action,13
21,to address climate change we have to vastly raise our ambition at all levels,https://www.un.org/sustainabledevelopment/climate-change,climate change,Goal 13: Climate Action,13
