,text_data,source,best_key_word,category,label
0,goal is about making cities and human settlements inclusive safe resilient and sustainable,https://www.un.org/sustainabledevelopment/cities,human settlements,Goal 11: Sustainable Cities and Communities,11
1,cities represent the future of global living,https://www.un.org/sustainabledevelopment/cities,cities represent,Goal 11: Sustainable Cities and Communities,11
2, the world s population reached billion on over half living in urban areas,https://www.un.org/sustainabledevelopment/cities,population reached,Goal 11: Sustainable Cities and Communities,11
3, this figure is only expected to rise with per cent of people expected to live in cities by ,https://www.un.org/sustainabledevelopment/cities,cities 2050,Goal 11: Sustainable Cities and Communities,11
4, billion people currently live in slums or slum like conditions in cities with billion more expected in the next years,https://www.un.org/sustainabledevelopment/cities,live slums,Goal 11: Sustainable Cities and Communities,11
5,however many of these cities are not ready for this rapid urbanisation and it outpaces the development of housing infrastructure and services which led to a rise in slums or slum like conditions,https://www.un.org/sustainabledevelopment/cities,rise slums,Goal 11: Sustainable Cities and Communities,11
6,urban sprawl air pollution and limited open public spaces persist in cities,https://www.un.org/sustainabledevelopment/cities,urban sprawl,Goal 11: Sustainable Cities and Communities,11
7,good progress has been made since the implementation of the sdgs in and now the number of countries with national and local disaster risk reduction strategies has doubled,https://www.un.org/sustainabledevelopment/cities,sdgs 2015,Goal 11: Sustainable Cities and Communities,11
8, but issues still remain and in only half of the urban population had convenient access to public transport,https://www.un.org/sustainabledevelopment/cities,public transport,Goal 11: Sustainable Cities and Communities,11
9,sustainable development cannot be achieved without significantly transforming the way urban spaces are built and managed,https://www.un.org/sustainabledevelopment/cities,sustainable development,Goal 11: Sustainable Cities and Communities,11
10,why are cities not future proof yet ,https://www.un.org/sustainabledevelopment/cities,cities future,Goal 11: Sustainable Cities and Communities,11
11,most of the urban growth is taking place in small cities and intermediate towns exacerbating inequalities and urban poverty,https://www.un.org/sustainabledevelopment/cities,urban growth,Goal 11: Sustainable Cities and Communities,11
12, billion urban residents lived in slums or slum like conditions and over the next years an additional billion people are expected to live in such settlements mostly in developing countries,https://www.un.org/sustainabledevelopment/cities,lived slums,Goal 11: Sustainable Cities and Communities,11
13,what are some of the most pressing challenges cities are facing ,https://www.un.org/sustainabledevelopment/cities,challenges cities,Goal 11: Sustainable Cities and Communities,11
14,inequality and the levels of urban energy consumption and pollution are some of the challenges,https://www.un.org/sustainabledevelopment/cities,urban energy,Goal 11: Sustainable Cities and Communities,11
15, cities occupy just per cent of the earth s land but account for per cent of energy consumption and per cent of carbon emissions,https://www.un.org/sustainabledevelopment/cities,carbon emissions,Goal 11: Sustainable Cities and Communities,11
16,many cities are also more vulnerable to climate change and natural disasters due to their high concentration of people and location so building urban resilience is crucial to avoid human social and economic losses,https://www.un.org/sustainabledevelopment/cities,urban resilience,Goal 11: Sustainable Cities and Communities,11
17,all these issues will eventually affect every citizen,https://www.un.org/sustainabledevelopment/cities,affect citizen,Goal 11: Sustainable Cities and Communities,11
18, inequality can lead to unrest and insecurity pollution deteriorates everyone s health and affects workers productivity and therefore the economy and natural disasters have the potential to disrupt everyone s lifestyles,https://www.un.org/sustainabledevelopment/cities,natural disasters,Goal 11: Sustainable Cities and Communities,11
19, air pollution caused affecting the health of millions is not only an urban problem but is also affecting towns and rural areas,https://www.un.org/sustainabledevelopment/cities,air pollution,Goal 11: Sustainable Cities and Communities,11
20,what happens if cities are just left to grow organically ,https://www.un.org/sustainabledevelopment/cities,grow organically,Goal 11: Sustainable Cities and Communities,11
21,the cost of poorly planned urbanization can be seen in some of the huge slums tangled traffic greenhouse gas emissions and sprawling suburbs all over the world,https://www.un.org/sustainabledevelopment/cities,planned urbanization,Goal 11: Sustainable Cities and Communities,11
22,by choosing to act sustainably we choose to build cities where all citizens live a decent quality of life and form a part of the city s productive dynamic creating shared prosperity and social stability without harming the environment,https://www.un.org/sustainabledevelopment/cities,build cities,Goal 11: Sustainable Cities and Communities,11
23,is it expensive to put sustainable practices in place ,https://www.un.org/sustainabledevelopment/cities,sustainable practices,Goal 11: Sustainable Cities and Communities,11
24,the cost is minimal in comparison with the benefits,https://www.un.org/sustainabledevelopment/cities,cost minimal,Goal 11: Sustainable Cities and Communities,11
25, for example there is a cost to creating a functional public transport network but the benefits are huge in terms of economic activity quality of life the environment and the overall success of a networked city,https://www.un.org/sustainabledevelopment/cities,network benefits,Goal 11: Sustainable Cities and Communities,11
26,what can i do to help achieve this goal ,https://www.un.org/sustainabledevelopment/cities,help achieve,Goal 11: Sustainable Cities and Communities,11
27,take an active interest in the governance and management of your city,https://www.un.org/sustainabledevelopment/cities,active governance,Goal 11: Sustainable Cities and Communities,11
28, advocate for the kind of city you believe you need,https://www.un.org/sustainabledevelopment/cities,city believe,Goal 11: Sustainable Cities and Communities,11
29,develop a vision for your building street and neighbourhood and act on that vision,https://www.un.org/sustainabledevelopment/cities,vision building,Goal 11: Sustainable Cities and Communities,11
30, are there enough jobs can your children walk to school safely can you walk with your family at night how far is the nearest public transport what s the air quality like what are your shared public spaces like the better the conditions you create in your community the greater the effect on quality of life,https://www.un.org/sustainabledevelopment/cities,public spaces,Goal 11: Sustainable Cities and Communities,11
31,good progress has been made since the implementation of the sdgs in and now the number of countries with national and local disaster risk reduction strategies has doubled,https://www.un.org/sustainabledevelopment/cities,sdgs 2015,Goal 11: Sustainable Cities and Communities,11
32, but issues still remain and in only half of the urban population had convenient access to public transport,https://www.un.org/sustainabledevelopment/cities,public transport,Goal 11: Sustainable Cities and Communities,11
33,sustainable development cannot be achieved without significantly transforming the way urban spaces are built and managed,https://www.un.org/sustainabledevelopment/cities,sustainable development,Goal 11: Sustainable Cities and Communities,11
34,facts and figuresgoal targetslinksfacts and figures,https://www.un.org/sustainabledevelopment/cities,targetslinksfacts figures,Goal 11: Sustainable Cities and Communities,11
35,over half of the global population currently resides in urban areas a rate projected to reach per cent by ,https://www.un.org/sustainabledevelopment/cities,global population,Goal 11: Sustainable Cities and Communities,11
36, billion people currently live in slums or slum like conditions in cities with billion more expected in the next years,https://www.un.org/sustainabledevelopment/cities,live slums,Goal 11: Sustainable Cities and Communities,11
37,in only half of the world s urban population had convenient access to public transportation,https://www.un.org/sustainabledevelopment/cities,public transportation,Goal 11: Sustainable Cities and Communities,11
38, urban sprawl air pollution and limited open public spaces persist in cities,https://www.un.org/sustainabledevelopment/cities,urban sprawl,Goal 11: Sustainable Cities and Communities,11
39,since the number of countries with national and local disaster risk reduction strategies has doubled,https://www.un.org/sustainabledevelopment/cities,disaster risk,Goal 11: Sustainable Cities and Communities,11
40,to achieve goal efforts must focus on implementing inclusive resilient and sustainable urban development policies and practices that prioritize access to basic services affordable housing efficient transportation and green spaces for all,https://www.un.org/sustainabledevelopment/cities,sustainable urban,Goal 11: Sustainable Cities and Communities,11
41,today per cent of slum dwellers are concentrated in three regions central and southern asia million eastern and south eastern asia million and sub saharan africa million ,https://www.un.org/sustainabledevelopment/cities,slum dwellers,Goal 11: Sustainable Cities and Communities,11
42,global cities expanded physically faster than their population growth rates with average annual land consumption rates of ,https://www.un.org/sustainabledevelopment/cities,growth rates,Goal 11: Sustainable Cities and Communities,11
43, compared to population growth rates of ,https://www.un.org/sustainabledevelopment/cities,population growth,Goal 11: Sustainable Cities and Communities,11
45, respectively from to according to data from cities between and ,https://www.un.org/sustainabledevelopment/cities,cities 1990,Goal 11: Sustainable Cities and Communities,11
46,source the sustainable development goals report ,https://www.un.org/sustainabledevelopment/cities,sustainable development,Goal 11: Sustainable Cities and Communities,11
47, by ensure access for all to adequate safe and affordable housing and basic services and upgrade slums,https://www.un.org/sustainabledevelopment/cities,upgrade slums,Goal 11: Sustainable Cities and Communities,11
48, by provide access to safe affordable accessible and sustainable transport systems for all improving road safety notably by expanding public transport with special attention to the needs of those in vulnerable situations women children persons with disabilities and older persons,https://www.un.org/sustainabledevelopment/cities,sustainable transport,Goal 11: Sustainable Cities and Communities,11
49, by enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,https://www.un.org/sustainabledevelopment/cities,settlement planning,Goal 11: Sustainable Cities and Communities,11
50, strengthen efforts to protect and safeguard the world s cultural and natural heritage,https://www.un.org/sustainabledevelopment/cities,natural heritage,Goal 11: Sustainable Cities and Communities,11
51, by significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water related disasters with a focus on protecting the poor and people in vulnerable situations,https://www.un.org/sustainabledevelopment/cities,disasters including,Goal 11: Sustainable Cities and Communities,11
52, by reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,https://www.un.org/sustainabledevelopment/cities,environmental impact,Goal 11: Sustainable Cities and Communities,11
53, by provide universal access to safe inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,https://www.un.org/sustainabledevelopment/cities,2030 provide,Goal 11: Sustainable Cities and Communities,11
