,text_data,source,best_key_word,category,label
0,goal seeks to build resilient infrastructure promote sustainable industrialization and foster innovation,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,resilient infrastructure,"Goal 9: Industries,Innovation, and Infrastructure",9
1, economic growth social development and climate action are heavily dependent on investments in infrastructure sustainable industrial development and technological progress,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,development climate,"Goal 9: Industries,Innovation, and Infrastructure",9
2, in the face of a rapidly changing global economic landscape and increasing inequalities sustained growth must include industrialization that first of all makes opportunities accessible to all people and second is supported by innovation and resilient infrastructure,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,industrialization,"Goal 9: Industries,Innovation, and Infrastructure",9
3, even before the outbreak of the covid pandemic global manufacturing considered an engine of overall economic growth has been steadily declining due to tariffs and trade tensions,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,global manufacturing,"Goal 9: Industries,Innovation, and Infrastructure",9
4, the manufacturing decline caused by the pandemic has further caused serious impacts on the global economy,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,manufacturing decline,"Goal 9: Industries,Innovation, and Infrastructure",9
5, this is primarily due to high inflation energy price shocks persistent disruptions in the supply of raw materials and intermediate goods and global economic deceleration,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,economic deceleration,"Goal 9: Industries,Innovation, and Infrastructure",9
6, while ldcs in asia have made considerable progress african ldcs would need to change the current trajectory and accelerate progress significantly to attain the target by ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,african ldcs,"Goal 9: Industries,Innovation, and Infrastructure",9
7, however medium high and high technology industries demonstrated robust growth rates,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,robust growth,"Goal 9: Industries,Innovation, and Infrastructure",9
8, as of per cent of the world s population was within reach of a mobile broadband network but some areas remain underserved,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,mobile broadband,"Goal 9: Industries,Innovation, and Infrastructure",9
9, investment in research and development globally as well as financing for economic infrastructure in developing countries has increased and impressive progress has been made in mobile connectivity with almost the entire world population per cent living within reach of a mobile cellular signal,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,mobile connectivity,"Goal 9: Industries,Innovation, and Infrastructure",9
10, investments in infrastructure transport irrigation energy and information and communication technology are crucial to achieving sustainable development and empowering communities in many countries,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,investments infrastructure,"Goal 9: Industries,Innovation, and Infrastructure",9
11, to achieve goal by it is also essential to support ldcs invest in advanced technologies lower carbon emissions and increase mobile broadband access,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,support ldcs,"Goal 9: Industries,Innovation, and Infrastructure",9
12, inclusive and sustainable industrialization together with innovation and infrastructure can unleash dynamic and competitive economic forces that generate employment and income,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,sustainable industrialization,"Goal 9: Industries,Innovation, and Infrastructure",9
13, they play a key role in introducing and promoting new technologies facilitating international trade and enabling the efficient use of resources,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,technologies facilitating,"Goal 9: Industries,Innovation, and Infrastructure",9
14, the growth of new industries means improvement in the standard of living for many of us,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,new industries,"Goal 9: Industries,Innovation, and Infrastructure",9
15, if industries pursue sustainability this approach will have a positive effect on the environment,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,sustainability approach,"Goal 9: Industries,Innovation, and Infrastructure",9
16, ending poverty would be more difficult given the industry s role as a core driver of the global development agenda to eradicate poverty and advance sustainable development,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,ending poverty,"Goal 9: Industries,Innovation, and Infrastructure",9
17, additionally failing to improve infrastructure and promote technological innovation could translate into poor health care inadequate sanitation and limited access to education,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,inadequate sanitation,"Goal 9: Industries,Innovation, and Infrastructure",9
18, establish standards and promote regulations that ensure company projects and initiatives are sustainably managed,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,promote regulations,"Goal 9: Industries,Innovation, and Infrastructure",9
19, collaborate with ngos and the public sector to help promote sustainable growth within developing countries,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,collaborate ngos,"Goal 9: Industries,Innovation, and Infrastructure",9
20, think about how industry impacts on your life and well being and use social media to push for policymakers to prioritize the sdgs,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,use social,"Goal 9: Industries,Innovation, and Infrastructure",9
21, facts and figuresgoal targetslinksfacts and figures,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,targetslinksfacts figures,"Goal 9: Industries,Innovation, and Infrastructure",9
22,the manufacturing industry s recovery from the coronavirus disease covid pandemic remains incomplete and uneven,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,industry recovery,"Goal 9: Industries,Innovation, and Infrastructure",9
23, global manufacturing growth slowed down to ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,manufacturing growth,"Goal 9: Industries,Innovation, and Infrastructure",9
24, per cent in from ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,cent 2022,"Goal 9: Industries,Innovation, and Infrastructure",9
25, progress in least developed countries ldcs is far from sufficient to reach the target of doubling the manufacturing share in gross domestic product gdp by ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,doubling manufacturing,"Goal 9: Industries,Innovation, and Infrastructure",9
26, however medium high and high technology industries demonstrated robust growth rates,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,robust growth,"Goal 9: Industries,Innovation, and Infrastructure",9
27, as of per cent of the world s population was within reach of a mobile broadband network but some areas remain underserved,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,mobile broadband,"Goal 9: Industries,Innovation, and Infrastructure",9
28, global carbon dioxide co emissions from energy combustion and industrial processes grew by ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,co2 emissions,"Goal 9: Industries,Innovation, and Infrastructure",9
29, per cent to a new all time high of ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,high 36,"Goal 9: Industries,Innovation, and Infrastructure",9
30, billion metric tons well below global gdp growth reverting to a decade long trend of decoupling emissions and economic growth,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,gdp growth,"Goal 9: Industries,Innovation, and Infrastructure",9
31, to achieve goal by it is essential to support ldcs invest in advanced technologies lower carbon emissions and increase mobile broadband access,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,support ldcs,"Goal 9: Industries,Innovation, and Infrastructure",9
32, the share of manufacturing employment in total employment continued to decline worldwide falling from ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,manufacturing employment,"Goal 9: Industries,Innovation, and Infrastructure",9
33, as of of the world s population was within reach of a mobile broadband network but some areas remain underserved,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,mobile broadband,"Goal 9: Industries,Innovation, and Infrastructure",9
34, global expenditure on research and development r d as a proportion of gdp increased from ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,global expenditure,"Goal 9: Industries,Innovation, and Infrastructure",9
35, the number of researchers per million inhabitants has increased worldwide from in and in to in ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,researchers million,"Goal 9: Industries,Innovation, and Infrastructure",9
36,source the sustainable development goals report goal targets ,https://www.un.org/sustainabledevelopment/infrastructure-industrialization,sustainable development,"Goal 9: Industries,Innovation, and Infrastructure",9
