,text_data,source,best_key_word,category,label
0,inequality threatens long term social and economic development harms poverty reduction and destroys people s sense of fulfillment and self worth,https://www.un.org/sustainabledevelopment/inequality,inequality threatens,Goal 10: Reduced Inequalities,10
1, the incomes of the poorest per cent of the population had been growing faster than the national average in most countries,https://www.un.org/sustainabledevelopment/inequality,incomes poorest,Goal 10: Reduced Inequalities,10
2, but emerging yet inconclusive evidence suggests that covid may have put a dent in this positive trend of falling within country inequality,https://www.un.org/sustainabledevelopment/inequality,country inequality,Goal 10: Reduced Inequalities,10
3, the pandemic has caused the largest rise in between country inequality in three decades,https://www.un.org/sustainabledevelopment/inequality,pandemic,Goal 10: Reduced Inequalities,10
4, reducing both within and between country inequality requires equitable resource distribution investing in education and skills development implementing social protection measures combating discrimination supporting marginalized groups and fostering international cooperation for fair trade and financial systems,https://www.un.org/sustainabledevelopment/inequality,country inequality,Goal 10: Reduced Inequalities,10
5, why do we need to reduce inequalities,https://www.un.org/sustainabledevelopment/inequality,reduce inequalities,Goal 10: Reduced Inequalities,10
6, inequalities based on income sex age disability sexual orientation race class ethnicity religion and opportunity continue to persist across the world,https://www.un.org/sustainabledevelopment/inequality,inequalities based,Goal 10: Reduced Inequalities,10
7, inequality threatens long term social and economic development harms poverty reduction and destroys people s sense of fulfillment and self worth,https://www.un.org/sustainabledevelopment/inequality,inequality threatens,Goal 10: Reduced Inequalities,10
8, this in turn can breed crime disease and environmental degradation,https://www.un.org/sustainabledevelopment/inequality,breed crime,Goal 10: Reduced Inequalities,10
9, we cannot achieve sustainable development and make the planet better for all if people are excluded from the chance for a better life,https://www.un.org/sustainabledevelopment/inequality,achieve sustainable,Goal 10: Reduced Inequalities,10
10, women and children with lack of access to healthcare die each day from preventable diseases such as measles and tuberculosis or in childbirth,https://www.un.org/sustainabledevelopment/inequality,healthcare die,Goal 10: Reduced Inequalities,10
11, older persons migrants and refugees face lack of opportunities and discrimination an issue that affects every country in the world,https://www.un.org/sustainabledevelopment/inequality,migrants refugees,Goal 10: Reduced Inequalities,10
12, one in five persons reported being discriminated on at least one ground of discrimination prohibited by international human rights law,https://www.un.org/sustainabledevelopment/inequality,reported discriminated,Goal 10: Reduced Inequalities,10
13, one in six people worldwide has experienced discrimination in some form with women and people with disabilities disproportionately affected,https://www.un.org/sustainabledevelopment/inequality,disabilities disproportionately,Goal 10: Reduced Inequalities,10
14, discrimination has many intersecting forms from religion ethnicity to gender and sexual preference pointing to the urgent need for measures to tackle any kind of discriminatory practices and hate speech,https://www.un.org/sustainabledevelopment/inequality,discriminatory practices,Goal 10: Reduced Inequalities,10
15, in today s world we are all interconnected,https://www.un.org/sustainabledevelopment/inequality,world interconnected,Goal 10: Reduced Inequalities,10
16, problems and challenges like poverty climate change migration or economic crises are never just confined to one country or region,https://www.un.org/sustainabledevelopment/inequality,poverty climate,Goal 10: Reduced Inequalities,10
